user_id,user_role,display_name,username,referral_id,email,email_verified,email_verification_status,email_verification_score,country,zip_code,gender,time_zone,password_hash,passkey_public_key,primary_social_platform,primary_social_handle,mfa_enabled,account_status,created_at,updated_at,last_login_at,created_ip,created_user_agent,metadata
2d2c09ce-a753-454d-b4ff-5fde0e7320f9,ISSUER,user_8117,user_1000,,user10000@test.com,True,VERIFIED,82.06,CA,21115,Other,UTC,hash,,,,False,ACTIVE,2025-06-04,,,127.0.0.1,generator,
626269ae-a69f-4834-a38a-cea8beedc46d,BOTH,user_1455,user_1001,,user10001@test.com,True,VERIFIED,82.15,US,59441,Other,UTC,hash,,,,False,ACTIVE,2025-10-05,,,127.0.0.1,generator,
9a8dc9b4-883d-4792-ac6d-7ec26e748b8d,ISSUER,user_5294,user_1002,,user10002@test.com,False,VERIFIED,92.46,UK,79809,Other,UTC,hash,,,,False,ACTIVE,2025-09-18,,,127.0.0.1,generator,
3ff6e12d-54b2-416f-8be6-6e99ec9836a3,ISSUER,user_8889,user_1003,,user10003@test.com,True,VERIFIED,53.41,CA,32233,Male,UTC,hash,,,,False,ACTIVE,2025-04-16,,,127.0.0.1,generator,
8cf48ef9-2331-4621-8117-881f6cc0a034,FAN,user_3158,user_1004,,user10004@test.com,False,VERIFIED,90.21,CA,68640,Female,UTC,hash,,,,False,ACTIVE,2025-03-28,,,127.0.0.1,generator,
c209a61e-33fa-47b5-b14e-5870322ab9b6,BOTH,user_1603,user_1005,,user10005@test.com,False,PENDING,62.33,CA,93935,Female,UTC,hash,,,,False,ACTIVE,2025-07-20,,,127.0.0.1,generator,
432cff5c-7c75-4426-8dbe-9dc5c1c50cc0,BOTH,user_6809,user_1006,,user10006@test.com,True,PENDING,55.32,US,32518,Female,UTC,hash,,,,False,ACTIVE,2025-10-22,,,127.0.0.1,generator,
f622e1d5-57bf-4fbb-9866-4e82b12f2cd0,ISSUER,user_2143,user_1007,,user10007@test.com,False,VERIFIED,69.7,UK,29882,Female,UTC,hash,,,,False,ACTIVE,2025-09-28,,,127.0.0.1,generator,
8cb48343-ae6e-43ff-8da1-2118d3950196,ISSUER,user_1883,user_1008,,user10008@test.com,False,PENDING,58.46,UK,82990,Female,UTC,hash,,,,False,ACTIVE,2025-12-20,,,127.0.0.1,generator,
11a2b83f-3365-458a-a459-aca73f129201,BOTH,user_7111,user_1009,,user10009@test.com,False,VERIFIED,63.73,US,93392,Other,UTC,hash,,,,False,ACTIVE,2025-01-07,,,127.0.0.1,generator,
155c60d6-e6bd-455b-9460-8a69ea6db19c,BOTH,user_1948,user_1010,,user10010@test.com,False,PENDING,56.18,UK,30362,Female,UTC,hash,,,,False,ACTIVE,2025-10-19,,,127.0.0.1,generator,
cd3ac999-825c-421b-86c5-67e50d340ace,FAN,user_8082,user_1011,,user10011@test.com,True,PENDING,65.26,UK,83230,Other,UTC,hash,,,,False,ACTIVE,2025-08-13,,,127.0.0.1,generator,
d7d62620-3b65-4642-96f4-a42d2700c651,BOTH,user_9634,user_1012,,user10012@test.com,True,PENDING,66.31,UK,43488,Other,UTC,hash,,,,False,ACTIVE,2025-03-12,,,127.0.0.1,generator,
63be4acf-082e-4948-af7d-ca4672866458,ISSUER,user_7767,user_1013,,user10013@test.com,True,VERIFIED,79.72,US,75525,Male,UTC,hash,,,,False,ACTIVE,2025-04-18,,,127.0.0.1,generator,
aaea49ca-70cc-469a-9b8b-7f73ca77987b,BOTH,user_5820,user_1014,,user10014@test.com,True,VERIFIED,71.13,UK,76779,Female,UTC,hash,,,,False,ACTIVE,2025-01-06,,,127.0.0.1,generator,
d65b583b-90a0-41b2-aad9-7ae241cada46,ISSUER,user_9434,user_1015,,user10015@test.com,False,VERIFIED,97.52,UK,42368,Male,UTC,hash,,,,False,ACTIVE,2025-09-30,,,127.0.0.1,generator,
e8fbfde9-5950-4853-9946-5e2a64a55c69,BOTH,user_4291,user_1016,,user10016@test.com,False,PENDING,57.82,UK,56950,Male,UTC,hash,,,,False,ACTIVE,2025-07-30,,,127.0.0.1,generator,
9f182900-c66d-48dc-ac3d-684ff80bcc9a,BOTH,user_9750,user_1017,,user10017@test.com,False,VERIFIED,86.11,CA,46382,Male,UTC,hash,,,,False,ACTIVE,2025-03-20,,,127.0.0.1,generator,
b53c6026-0856-43bc-ba84-b3c43dc172e1,FAN,user_3554,user_1018,,user10018@test.com,False,VERIFIED,64.88,US,76384,Other,UTC,hash,,,,False,ACTIVE,2025-07-04,,,127.0.0.1,generator,
be34836d-0e1a-4d4a-898d-5315e1523316,ISSUER,user_5218,user_1019,,user10019@test.com,True,PENDING,73.19,US,17728,Male,UTC,hash,,,,False,ACTIVE,2025-01-23,,,127.0.0.1,generator,
322cf772-c998-4577-92fd-e2d543fe6515,ISSUER,user_1271,user_1020,,user10020@test.com,False,VERIFIED,66.96,CA,95270,Other,UTC,hash,,,,False,ACTIVE,2025-02-01,,,127.0.0.1,generator,
80ff6301-4e39-47fc-9068-ea7feb963a70,FAN,user_4325,user_1021,,user10021@test.com,False,PENDING,78.7,UK,72420,Male,UTC,hash,,,,False,ACTIVE,2025-06-10,,,127.0.0.1,generator,
affab619-b3e4-45d2-8142-50d0c76b4836,FAN,user_3557,user_1022,,user10022@test.com,True,VERIFIED,60.29,CA,70289,Other,UTC,hash,,,,False,ACTIVE,2025-04-30,,,127.0.0.1,generator,
