user_id,user_role,display_name,username,referral_id,email,email_verified,email_verification_status,email_verification_score,country,zip_code,gender,time_zone,password_hash,passkey_public_key,primary_social_platform,primary_social_handle,mfa_enabled,account_status,created_at,updated_at,last_login_at,created_ip,created_user_agent,metadata
41e06d13-1c67-4a05-8c6a-ad78ccdfa57b,BOTH,user_9541,user_1000,,user10000@test.com,True,VERIFIED,97.45,UK,14080,Other,UTC,hash,,,,False,ACTIVE,2025-01-27,,,127.0.0.1,generator,
0fd3c8cf-25d2-439e-a935-a8015591cade,BOTH,user_3208,user_1001,,user10001@test.com,False,PENDING,51.77,CA,21522,Female,UTC,hash,,,,False,ACTIVE,2025-04-06,,,127.0.0.1,generator,
cfc3c627-2e26-4b34-b963-d3f15c83c5e3,FAN,user_3070,user_1002,,user10002@test.com,True,PENDING,79.61,UK,59365,Male,UTC,hash,,,,False,ACTIVE,2025-10-05,,,127.0.0.1,generator,
05628463-dac4-4af3-8189-d55ab37489fb,BOTH,user_8086,user_1003,,user10003@test.com,True,PENDING,81.0,CA,56989,Male,UTC,hash,,,,False,ACTIVE,2025-04-22,,,127.0.0.1,generator,
3c369b8e-be0a-479e-868b-d98247f77099,BOTH,user_8732,user_1004,,user10004@test.com,False,VERIFIED,54.05,CA,41364,Male,UTC,hash,,,,False,ACTIVE,2025-07-12,,,127.0.0.1,generator,
a44fe824-d5b4-4a31-9da8-b3029f16dbc1,FAN,user_8562,user_1005,,user10005@test.com,True,VERIFIED,90.03,CA,84953,Male,UTC,hash,,,,False,ACTIVE,2025-11-03,,,127.0.0.1,generator,
c9652f78-74e3-4c38-bdd1-362b78753245,ISSUER,user_4492,user_1006,,user10006@test.com,True,PENDING,59.99,UK,13025,Female,UTC,hash,,,,False,ACTIVE,2025-10-22,,,127.0.0.1,generator,
44ce681b-ce28-4c22-8e61-2c2e3c54c833,FAN,user_9214,user_1007,,user10007@test.com,False,VERIFIED,85.75,CA,54072,Other,UTC,hash,,,,False,ACTIVE,2025-12-26,,,127.0.0.1,generator,
311cce28-0e91-49a2-bffe-855bc01e525d,FAN,user_2977,user_1008,,user10008@test.com,False,PENDING,76.36,UK,12145,Other,UTC,hash,,,,False,ACTIVE,2025-08-19,,,127.0.0.1,generator,
2a0a8b08-4c5f-4fb7-8e3a-817178109ce4,BOTH,user_3173,user_1009,,user10009@test.com,True,PENDING,56.19,US,66883,Female,UTC,hash,,,,False,ACTIVE,2025-09-02,,,127.0.0.1,generator,
0d1e1ef1-498d-464d-b34f-8981a7aa578b,BOTH,user_1147,user_1010,,user10010@test.com,False,VERIFIED,86.3,UK,93148,Male,UTC,hash,,,,False,ACTIVE,2025-10-24,,,127.0.0.1,generator,
5ca4b226-6091-4fcf-a716-beafff5c58aa,FAN,user_4167,user_1011,,user10011@test.com,False,PENDING,81.47,CA,90143,Female,UTC,hash,,,,False,ACTIVE,2025-11-26,,,127.0.0.1,generator,
1f543d56-e20e-4beb-9dd7-82d32bc2ec2a,FAN,user_6501,user_1012,,user10012@test.com,True,PENDING,61.55,UK,29136,Male,UTC,hash,,,,False,ACTIVE,2025-01-18,,,127.0.0.1,generator,
237cc59a-d78d-4329-ab8d-82329c01f16f,BOTH,user_2478,user_1013,,user10013@test.com,True,PENDING,81.16,US,20196,Female,UTC,hash,,,,False,ACTIVE,2025-05-15,,,127.0.0.1,generator,
b39db172-2574-4d55-adaa-65f2c0ac6fd0,ISSUER,user_9167,user_1014,,user10014@test.com,False,PENDING,70.7,UK,22387,Other,UTC,hash,,,,False,ACTIVE,2025-04-09,,,127.0.0.1,generator,
be36dd1c-22ed-450f-a09c-d436250d6884,FAN,user_2802,user_1015,,user10015@test.com,True,PENDING,63.65,UK,64779,Female,UTC,hash,,,,False,ACTIVE,2025-01-20,,,127.0.0.1,generator,
b4d5a3dd-30b7-4feb-a4d5-e3d80de66941,FAN,user_8109,user_1016,,user10016@test.com,True,PENDING,73.49,UK,76210,Female,UTC,hash,,,,False,ACTIVE,2025-06-18,,,127.0.0.1,generator,
47b5485e-4148-4e5c-b260-94b5bf4458b7,BOTH,user_3451,user_1017,,user10017@test.com,False,VERIFIED,60.38,CA,70316,Other,UTC,hash,,,,False,ACTIVE,2025-04-29,,,127.0.0.1,generator,
158a97fc-8672-4fe0-a63d-0bc6db7fdc79,FAN,user_9879,user_1018,,user10018@test.com,True,VERIFIED,50.72,CA,12725,Female,UTC,hash,,,,False,ACTIVE,2025-08-11,,,127.0.0.1,generator,
20c5ef74-fb0e-480b-bb5f-c0684321f077,FAN,user_3984,user_1019,,user10019@test.com,False,VERIFIED,97.38,CA,96494,Female,UTC,hash,,,,False,ACTIVE,2025-03-19,,,127.0.0.1,generator,
e116853c-cab7-483d-be95-39af198105f8,ISSUER,user_3527,user_1020,,user10020@test.com,False,PENDING,74.18,US,58138,Male,UTC,hash,,,,False,ACTIVE,2025-06-18,,,127.0.0.1,generator,
dcb48000-f80c-433c-97db-d16997446bd3,FAN,user_2347,user_1021,,user10021@test.com,False,PENDING,83.69,UK,50738,Male,UTC,hash,,,,False,ACTIVE,2025-04-10,,,127.0.0.1,generator,
232b239e-e23c-4d47-bfbd-e69ce89964b1,BOTH,user_9167,user_1022,,user10022@test.com,False,VERIFIED,66.01,UK,64288,Other,UTC,hash,,,,False,ACTIVE,2025-03-26,,,127.0.0.1,generator,
6d971450-ef5f-462e-8df9-43b6bcae9f4f,ISSUER,user_9146,user_1023,,user10023@test.com,False,VERIFIED,87.17,US,74358,Male,UTC,hash,,,,False,ACTIVE,2025-04-22,,,127.0.0.1,generator,
8716de89-69bd-499a-af03-4b5872e9f292,BOTH,user_6152,user_1024,,user10024@test.com,False,VERIFIED,93.96,CA,32221,Male,UTC,hash,,,,False,ACTIVE,2025-03-02,,,127.0.0.1,generator,
711d4141-f4cc-4eed-8af0-baf397572d5d,FAN,user_4221,user_1025,,user10025@test.com,True,VERIFIED,61.74,CA,96877,Male,UTC,hash,,,,False,ACTIVE,2025-06-18,,,127.0.0.1,generator,
d38bb98d-8896-40ff-9ff9-9c20ae224ce5,BOTH,user_1967,user_1026,,user10026@test.com,True,PENDING,87.57,US,18827,Female,UTC,hash,,,,False,ACTIVE,2025-07-13,,,127.0.0.1,generator,
be93d388-1358-4d38-b6fc-f97564fc1b95,FAN,user_5664,user_1027,,user10027@test.com,True,VERIFIED,79.09,CA,30858,Female,UTC,hash,,,,False,ACTIVE,2025-01-08,,,127.0.0.1,generator,
f8b62c45-b122-4bf1-8e8c-259323e6157c,FAN,user_9068,user_1028,,user10028@test.com,False,PENDING,67.09,CA,29345,Female,UTC,hash,,,,False,ACTIVE,2025-09-05,,,127.0.0.1,generator,
9ecac868-beb5-4b4e-abe8-e90e71782093,ISSUER,user_2008,user_1029,,user10029@test.com,True,PENDING,52.2,CA,60667,Other,UTC,hash,,,,False,ACTIVE,2025-01-15,,,127.0.0.1,generator,
199b47c7-e1fb-440f-a29a-35450fbeba22,BOTH,user_3227,user_1030,,user10030@test.com,True,VERIFIED,64.79,CA,28914,Other,UTC,hash,,,,False,ACTIVE,2025-11-17,,,127.0.0.1,generator,
4d1f11e1-0bec-4fcc-b54a-6629cb5d7fd0,ISSUER,user_8297,user_1031,,user10031@test.com,True,PENDING,77.57,CA,51609,Female,UTC,hash,,,,False,ACTIVE,2025-07-31,,,127.0.0.1,generator,
e59bfcf1-f585-4e89-b297-68f61a4f9820,FAN,user_2230,user_1032,,user10032@test.com,True,VERIFIED,96.14,UK,84395,Other,UTC,hash,,,,False,ACTIVE,2025-11-22,,,127.0.0.1,generator,
ae2f6b9e-ad91-4f53-a528-9f789b248f4e,BOTH,user_7909,user_1033,,user10033@test.com,False,VERIFIED,80.61,CA,70984,Other,UTC,hash,,,,False,ACTIVE,2025-11-09,,,127.0.0.1,generator,
0cebec6e-8fdd-4fe5-9383-20c83a999083,ISSUER,user_2660,user_1034,,user10034@test.com,False,PENDING,81.34,CA,47382,Female,UTC,hash,,,,False,ACTIVE,2025-09-17,,,127.0.0.1,generator,
75004e74-5ecd-4779-aeed-bf871c722762,BOTH,user_2160,user_1035,,user10035@test.com,False,VERIFIED,97.24,US,82831,Other,UTC,hash,,,,False,ACTIVE,2025-11-28,,,127.0.0.1,generator,
57501b76-0a9a-4b0c-b51f-bd131c958a56,ISSUER,user_6709,user_1036,,user10036@test.com,True,PENDING,56.91,CA,65736,Other,UTC,hash,,,,False,ACTIVE,2025-08-12,,,127.0.0.1,generator,
730b2ab6-f7f9-4caf-b6e9-7237dea6d4b4,FAN,user_9965,user_1037,,user10037@test.com,True,VERIFIED,70.8,UK,10617,Other,UTC,hash,,,,False,ACTIVE,2025-03-12,,,127.0.0.1,generator,
1386cb00-ea00-4dc3-9557-bb6f89aafb19,ISSUER,user_3098,user_1038,,user10038@test.com,False,VERIFIED,99.96,US,70974,Female,UTC,hash,,,,False,ACTIVE,2025-08-02,,,127.0.0.1,generator,
9a153de7-aac9-462a-99fe-a15d586499ca,BOTH,user_1761,user_1039,,user10039@test.com,True,VERIFIED,92.51,CA,22550,Female,UTC,hash,,,,False,ACTIVE,2025-04-17,,,127.0.0.1,generator,
babed770-7627-456e-a9cc-32e7a970ed96,FAN,user_8566,user_1040,,user10040@test.com,False,VERIFIED,75.38,UK,24319,Other,UTC,hash,,,,False,ACTIVE,2025-12-30,,,127.0.0.1,generator,
63dbd1cb-4d5d-4900-8529-795e3c817536,FAN,user_3204,user_1041,,user10041@test.com,False,VERIFIED,89.68,UK,56573,Male,UTC,hash,,,,False,ACTIVE,2025-05-06,,,127.0.0.1,generator,
fe9ae655-da58-48f3-a767-a963149b1ddd,ISSUER,user_7456,user_1042,,user10042@test.com,False,VERIFIED,98.27,CA,21298,Other,UTC,hash,,,,False,ACTIVE,2025-06-18,,,127.0.0.1,generator,
518cc753-7a66-4b06-8561-d476821f0707,BOTH,user_9184,user_1043,,user10043@test.com,False,VERIFIED,78.87,UK,76373,Female,UTC,hash,,,,False,ACTIVE,2025-01-20,,,127.0.0.1,generator,
990f51ba-2ca6-4fae-80f3-c4bb967c9d08,BOTH,user_8883,user_1044,,user10044@test.com,False,PENDING,73.2,US,83803,Male,UTC,hash,,,,False,ACTIVE,2025-05-19,,,127.0.0.1,generator,
b8c50910-1841-45c5-9dbf-80aeaf7852a4,BOTH,user_5309,user_1045,,user10045@test.com,False,PENDING,88.22,UK,79439,Other,UTC,hash,,,,False,ACTIVE,2025-04-06,,,127.0.0.1,generator,
2b0bd2e8-b7ec-4c30-972f-0a723499c301,BOTH,user_9308,user_1046,,user10046@test.com,True,VERIFIED,95.76,CA,84641,Female,UTC,hash,,,,False,ACTIVE,2025-06-17,,,127.0.0.1,generator,
65888ad8-19be-4780-bf1f-45f18ffc2f6c,FAN,user_5381,user_1047,,user10047@test.com,True,PENDING,97.72,US,79537,Female,UTC,hash,,,,False,ACTIVE,2025-11-21,,,127.0.0.1,generator,
76bd8259-5bda-4ce3-95d3-c869997a3f0f,BOTH,user_9352,user_1048,,user10048@test.com,True,PENDING,74.09,CA,37850,Other,UTC,hash,,,,False,ACTIVE,2025-09-25,,,127.0.0.1,generator,
643275a0-c42a-47a4-93b1-dbe742baa5a6,ISSUER,user_9803,user_1049,,user10049@test.com,True,PENDING,74.72,US,34721,Male,UTC,hash,,,,False,ACTIVE,2025-06-03,,,127.0.0.1,generator,
9f40beb8-b56c-496e-bfaa-87aebde6f5b8,BOTH,user_6507,user_1050,,user10050@test.com,True,PENDING,83.07,CA,23760,Female,UTC,hash,,,,False,ACTIVE,2025-02-21,,,127.0.0.1,generator,
efab49a6-301f-48ed-a173-fe3640cf1901,BOTH,user_8199,user_1051,,user10051@test.com,False,PENDING,75.17,US,75794,Other,UTC,hash,,,,False,ACTIVE,2025-12-07,,,127.0.0.1,generator,
7d41d337-ed49-4684-a0b2-80163b01fb87,BOTH,user_8317,user_1052,,user10052@test.com,False,PENDING,55.15,CA,33862,Female,UTC,hash,,,,False,ACTIVE,2025-06-15,,,127.0.0.1,generator,
d014d321-1ef7-4562-8188-436f6607abda,FAN,user_9980,user_1053,,user10053@test.com,False,PENDING,78.37,US,18082,Female,UTC,hash,,,,False,ACTIVE,2025-05-12,,,127.0.0.1,generator,
fa2e35e5-2a0e-4120-baf9-63fd645333bd,ISSUER,user_2706,user_1054,,user10054@test.com,False,PENDING,79.41,US,87221,Other,UTC,hash,,,,False,ACTIVE,2025-04-21,,,127.0.0.1,generator,
b23d2702-715a-4e36-aad7-b93e31f465cb,ISSUER,user_5434,user_1055,,user10055@test.com,False,PENDING,82.49,UK,72135,Male,UTC,hash,,,,False,ACTIVE,2025-04-14,,,127.0.0.1,generator,
cd420fe8-21f3-4aa5-9694-36ef00c3ea5d,BOTH,user_3061,user_1056,,user10056@test.com,False,PENDING,58.04,UK,15225,Female,UTC,hash,,,,False,ACTIVE,2025-01-27,,,127.0.0.1,generator,
4e91d1ce-6fe9-457d-bd30-49edbcf0b3fd,FAN,user_3829,user_1057,,user10057@test.com,True,PENDING,90.67,CA,49118,Other,UTC,hash,,,,False,ACTIVE,2025-03-24,,,127.0.0.1,generator,
b01e33d7-b4de-49af-9747-f26c8dadc385,ISSUER,user_9773,user_1058,,user10058@test.com,False,PENDING,63.8,CA,68449,Other,UTC,hash,,,,False,ACTIVE,2025-04-01,,,127.0.0.1,generator,
9abe99b5-9a55-4a09-848e-c42672a7a411,BOTH,user_9236,user_1059,,user10059@test.com,True,VERIFIED,68.02,CA,84517,Male,UTC,hash,,,,False,ACTIVE,2026-01-01,,,127.0.0.1,generator,
4a7b790c-24b6-4b05-ab80-556f4268c686,BOTH,user_5916,user_1060,,user10060@test.com,True,PENDING,58.72,US,67940,Female,UTC,hash,,,,False,ACTIVE,2025-08-27,,,127.0.0.1,generator,
