issuer_id,user_id,issuer_type,email,username,status,level,country,region,created_at,updated_at,metadata
ccaea7d9-bae4-47f5-934a-9cc912f86701,38ad26b6-4111-47ef-8b07-2568328e8250,ATHLETE,user11860@test.com,user_2860,PASSED,YOUTH,UK,NA,2025-09-26,,
829f67cb-4b53-42f3-822d-84227f11f94e,41022b85-2fea-40c6-a8ec-62fea8bc5c7d,ATHLETE,user10353@test.com,user_1353,PASSED,COLLEGE,UK,NA,2025-05-18,,
10c0959e-d7e3-4da3-9f28-cafc526c28b5,ce693d9e-bd74-49b7-8666-ae29ab4d48ae,CREATOR,user11333@test.com,user_2333,PASSED,YOUTH,UK,NA,2025-06-27,,
abdae7df-e802-47e4-8400-48341e3b9e8f,8b536238-8eb9-4701-b5e4-859d8c83211b,CREATOR,user10905@test.com,user_1905,PASSED,YOUTH,UK,NA,2025-07-07,,
a8f13cbb-81c1-499a-ba4b-988768d4281d,a426ef08-8049-476b-9995-5a0a87036ed3,ATHLETE,user11289@test.com,user_2289,PASSED,PRO,CA,NA,2025-10-31,,
5dd3a85c-70b2-4584-a0a6-52171633dbf7,691d3a41-05c1-474d-9d91-448bab1c99bf,ATHLETE,user11273@test.com,user_2273,PASSED,COLLEGE,CA,NA,2025-10-31,,
a42957b6-91a0-49c0-836f-05439a624721,861b26d9-2941-428b-83c2-c13a56146f35,ATHLETE,user10938@test.com,user_1938,PASSED,PRO,US,NA,2025-11-17,,
64c44d8a-9d6b-4168-9f7e-a59f3f80b9b8,938827b5-3dd3-4661-8146-7e0f4faac965,ATHLETE,user11731@test.com,user_2731,PASSED,COLLEGE,CA,NA,2025-05-06,,
f2b881ca-e228-45ad-a69e-185071b0255c,e17f2910-44bc-47d9-bfef-4fa77bcc21dd,CREATOR,user10065@test.com,user_1065,PASSED,YOUTH,CA,NA,2025-12-09,,
dbceae64-37c9-4e4d-81d9-82a1a861eaf3,26181391-e0e6-40e2-82cf-ed8dd4c01512,CREATOR,user11323@test.com,user_2323,PASSED,YOUTH,UK,NA,2025-09-17,,
f2d2673f-88a0-42f2-be7d-5bd6004176c9,8b537ac9-a707-484e-8a36-d2fa4b56edff,ATHLETE,user10056@test.com,user_1056,PASSED,COLLEGE,CA,NA,2025-04-26,,
cfad6fe9-7082-47f8-88a9-c7b9b31ef901,47eb6132-4db5-4352-a482-1d3042b829de,ATHLETE,user11292@test.com,user_2292,PASSED,COLLEGE,US,NA,2025-02-22,,
e0911e54-1a3c-4e22-8223-9eb125eb2cf8,3edc25d7-1b4d-4dd9-b42d-cd854c7d2061,ATHLETE,user11118@test.com,user_2118,PASSED,YOUTH,CA,NA,2025-12-06,,
6f669229-28ce-4a74-9e60-29706f71744a,ccf23c36-6d96-417f-9b91-f7f803017512,CREATOR,user10584@test.com,user_1584,PASSED,COLLEGE,CA,NA,2025-09-14,,
4e945ece-02ac-4e1c-8785-3c1980fe6195,64de4edf-2cca-4dfa-8f6d-e8ee70afb4a1,ATHLETE,user10374@test.com,user_1374,PASSED,YOUTH,US,NA,2025-08-28,,
2bb7d841-fb8f-40bb-9009-bb63ffab9528,86df0518-bb38-42e8-9e46-a532cdb10167,CREATOR,user10275@test.com,user_1275,PASSED,PRO,CA,NA,2025-02-02,,
091a660b-d893-4d01-8e2a-213d44517cd4,d7d4828b-2497-4ee5-9917-236b63523ff7,CREATOR,user10746@test.com,user_1746,PASSED,PRO,UK,NA,2025-12-30,,
9949e21a-9642-440b-a221-1f36996c5a21,c18e518e-0054-4a36-bee5-584a6e29c382,CREATOR,user10128@test.com,user_1128,PASSED,COLLEGE,CA,NA,2025-07-30,,
c0a59b98-2b64-4af9-b55b-a8e95edee24f,4723be40-bcdb-44f3-924c-7e201c98960b,CREATOR,user11646@test.com,user_2646,PASSED,YOUTH,UK,NA,2025-09-30,,
f6e4eac4-b04b-4924-9b8a-4e1b9cc7cd34,b5b0d8d8-20ef-482f-a40a-d30f99244dc0,CREATOR,user11852@test.com,user_2852,PASSED,PRO,US,NA,2025-01-06,,
8dc6b418-614c-41b2-8349-698450f8a790,0781d634-e389-4415-b735-99d2ced75580,ATHLETE,user10674@test.com,user_1674,PASSED,PRO,US,NA,2025-10-22,,
647b40fd-7668-4e02-a56d-33e43a229476,f9058634-ef1a-4764-8fed-7497fc17070b,CREATOR,user11664@test.com,user_2664,PASSED,COLLEGE,CA,NA,2025-04-07,,
d8cfee6d-5580-4851-80ee-f5417972dcb1,8ae8cb46-37d0-4502-a4f2-653c009c8e4a,ATHLETE,user11981@test.com,user_2981,PASSED,PRO,US,NA,2025-12-26,,
aba5be12-b515-4d62-816b-d8c1db2211e6,2d0b5472-54f6-447f-a788-6ac34ebb817f,CREATOR,user11083@test.com,user_2083,PASSED,PRO,CA,NA,2025-06-14,,
5f08e39d-a1b7-4f24-b1e4-0ad14cc585a9,7ca32f15-1343-47dd-9ce3-a4c2b0767295,CREATOR,user11922@test.com,user_2922,PASSED,YOUTH,US,NA,2025-09-07,,
63f62047-0e35-4391-b1ce-3bdbfb4ac257,2d8acb70-4e78-4b03-b56e-0110b143ce5a,ATHLETE,user10099@test.com,user_1099,PASSED,YOUTH,CA,NA,2025-05-18,,
d7b5b786-e157-430c-9b39-34d7dc3750a9,2d7edd8b-ef04-4ce5-ac26-03d82c2e0df6,ATHLETE,user11179@test.com,user_2179,PASSED,PRO,US,NA,2025-05-15,,
0cc77338-9a14-4b8b-815b-af84c251d964,85ea44ef-ab0c-4d5e-b78e-87b63c6ff71c,CREATOR,user10964@test.com,user_1964,PASSED,YOUTH,CA,NA,2025-10-03,,
98f84972-7a47-4b62-a782-966fe6184928,97e88441-ddf2-4363-bde1-1ab07c39c9d1,ATHLETE,user10792@test.com,user_1792,PASSED,YOUTH,US,NA,2025-12-27,,
22c79293-5104-4cd4-949a-ed45886902c9,84b74953-0526-450f-b3c6-0e86e3312bb7,CREATOR,user10029@test.com,user_1029,PASSED,COLLEGE,US,NA,2025-07-07,,
6b9c5bd0-79e1-4f6b-8e55-0e1974bcbd6b,7f4e51fa-47c4-469d-9b21-bc7dc8cc8263,ATHLETE,user10628@test.com,user_1628,PASSED,COLLEGE,US,NA,2025-09-27,,
3a640c34-0965-4e1e-a760-612a0899f2e5,6b91bd82-f074-47c2-a060-081a9b1e30cd,CREATOR,user10944@test.com,user_1944,PASSED,YOUTH,UK,NA,2025-12-19,,
994b9788-d908-4e64-9f4f-32354e4cb05b,f9bcc132-7a1a-4e65-ad62-52cabbdeb1a4,CREATOR,user10572@test.com,user_1572,PASSED,PRO,CA,NA,2025-10-14,,
1754e0cf-3cb5-4d3e-b675-4f072f520de3,a70e5ad9-8d04-4358-acaf-dd82616d1998,CREATOR,user10907@test.com,user_1907,PASSED,COLLEGE,US,NA,2025-05-18,,
e22162a4-e937-430e-9559-4e2fe1754607,3293e1fd-d4ec-4e47-b735-d0568f24aa86,CREATOR,user11080@test.com,user_2080,PASSED,COLLEGE,CA,NA,2025-09-24,,
6ecb086e-4a12-4871-8621-1e6d0e027cce,c24c7688-d172-4632-886e-76a2d77867ff,ATHLETE,user10450@test.com,user_1450,PASSED,COLLEGE,CA,NA,2025-09-19,,
426b59fd-2c6d-48a4-a8ab-da72c6f63a96,167cfe8e-5ce2-4403-a874-cd830c8aba53,ATHLETE,user11609@test.com,user_2609,PASSED,PRO,CA,NA,2025-03-15,,
e4209382-094c-4547-9a24-6df239aa0ca8,227c8a0f-5363-467f-bfd3-757071041ba8,ATHLETE,user11290@test.com,user_2290,PASSED,YOUTH,US,NA,2025-12-10,,
3c00515b-a19a-4535-8f78-815c4e7b1bfd,db8ffcbd-543b-4f03-afc7-5dc0839881c1,CREATOR,user11078@test.com,user_2078,PASSED,YOUTH,UK,NA,2025-07-19,,
ef64ce8d-b2c1-4956-b230-e917dfab193a,9817c40f-5ebc-40c5-b141-7c0adcb41ab6,CREATOR,user10254@test.com,user_1254,PASSED,YOUTH,UK,NA,2025-04-05,,
54f17d67-9c81-4ec4-9968-fd9c3118a23f,c7e7d6aa-6bef-4974-984e-bc6fe9e663bb,ATHLETE,user10124@test.com,user_1124,PASSED,COLLEGE,US,NA,2025-05-07,,
87833cac-5dd3-46da-8cae-3c3648a79b14,1b0cde81-86c1-46b2-88c7-f9fc8d6155c3,ATHLETE,user11927@test.com,user_2927,PASSED,YOUTH,CA,NA,2025-06-27,,
395501ee-a08a-467b-ac6f-ba8e05e763d5,6c8be86c-b2e6-432e-9df5-a50b18bef9e0,CREATOR,user10251@test.com,user_1251,PASSED,PRO,UK,NA,2025-04-24,,
108f2bec-7e12-4d79-86fa-843506e42a82,347b398b-a3ea-44a7-ae49-cf062bac4c9e,ATHLETE,user10585@test.com,user_1585,PASSED,YOUTH,US,NA,2025-10-09,,
b0ca7826-7f38-425b-9cfb-42b6b7cbce79,8a77d45a-fcfd-4d01-b316-e689a0d9c9e8,CREATOR,user11568@test.com,user_2568,PASSED,PRO,UK,NA,2025-09-06,,
12217513-69b8-4046-b52f-e26c2dae9d18,659aea12-1658-401b-ada5-4ea35c3e183d,CREATOR,user10824@test.com,user_1824,PASSED,COLLEGE,US,NA,2025-12-25,,
258e8201-f5d1-4d29-85f8-60d0019ee2df,f8883c5e-9750-4217-aae6-4410d84a894f,CREATOR,user10507@test.com,user_1507,PASSED,PRO,CA,NA,2025-11-15,,
44e10f34-d034-4fad-960c-d0a99ae24fda,64511c9e-b7c3-4b8b-bed6-bcfe904c3354,ATHLETE,user10889@test.com,user_1889,PASSED,COLLEGE,US,NA,2025-04-28,,
d000c22a-bb6b-4dab-93ee-56dc79c68aaf,084cdd12-5611-4647-af6f-7f1a1b658ce9,CREATOR,user10070@test.com,user_1070,PASSED,PRO,UK,NA,2025-09-19,,
ac3242d2-290b-4a00-9490-0ff80ce2f109,cf0654d6-480f-4de2-96ea-9d9d4f20aa92,ATHLETE,user11608@test.com,user_2608,PASSED,COLLEGE,UK,NA,2025-09-25,,
916e4622-a5b3-490b-80bc-626f879e73d2,461923ec-a72f-4c68-9f30-28547641a3f9,CREATOR,user11532@test.com,user_2532,PASSED,PRO,UK,NA,2025-03-02,,
1bbe744f-6034-440c-a71e-e0e586f7fb4c,737ba889-8181-42e6-a779-7ad05aba1d65,ATHLETE,user10247@test.com,user_1247,PASSED,PRO,CA,NA,2025-11-19,,
e033eebe-6ad7-49a0-85b5-3eccefb15a4e,8ce9ce1c-3a9e-43e2-81b8-56d80ddf9617,CREATOR,user11450@test.com,user_2450,PASSED,PRO,UK,NA,2025-07-28,,
76b88e24-e0aa-41f4-8b1c-20e93de664bd,8da76b83-71bd-4562-ab72-3cb675f3a3c2,CREATOR,user10212@test.com,user_1212,PASSED,YOUTH,CA,NA,2025-08-02,,
5d14ea89-31dc-4046-9841-0afab8db69cc,6e48bf60-f909-4e5c-a517-3d60fe9b1ad6,CREATOR,user10909@test.com,user_1909,PASSED,PRO,UK,NA,2025-12-22,,
4bc6e72a-aa27-42e1-8930-697e22505263,54a66f0d-def1-4de1-a566-d46907a6acf8,CREATOR,user11741@test.com,user_2741,PASSED,PRO,US,NA,2025-12-02,,
a2795f07-de58-4fdd-9f3e-c246315cba66,95d3fbb8-d615-4a73-a3e5-6daec2c02e6b,CREATOR,user11244@test.com,user_2244,PASSED,PRO,US,NA,2025-12-08,,
9e9cf675-32fb-4649-a9f0-adae7d298ba9,6f25597b-4e89-4a9b-9c80-5dd3eadafa20,ATHLETE,user11696@test.com,user_2696,PASSED,PRO,US,NA,2025-12-29,,
a9efc097-ee8b-49b4-b9ae-a44f95bb4525,73500680-3e99-41ce-bdc0-9d046983d395,ATHLETE,user11182@test.com,user_2182,PASSED,YOUTH,UK,NA,2025-11-27,,
bd5dadb2-3ce6-4757-8cb9-2d4767c03ed4,c4ddc366-487d-44c9-8542-82bfb165a980,CREATOR,user10361@test.com,user_1361,PASSED,PRO,CA,NA,2025-05-30,,
3c0887d0-48d7-48af-ae6e-237b288f4f4e,bfc2216e-6dbf-4797-81c6-8b1548ed831c,ATHLETE,user11473@test.com,user_2473,PASSED,YOUTH,UK,NA,2025-02-03,,
27b5a460-4702-42d8-a3f4-460e12c4fcf2,84888318-53f2-4732-841d-927b79f3fc2e,ATHLETE,user10678@test.com,user_1678,PASSED,COLLEGE,UK,NA,2025-10-07,,
9f80d010-8e02-437b-851c-20eee94e3aec,25274ca4-50bb-4e7d-93a3-fee687f01e2f,ATHLETE,user11621@test.com,user_2621,PASSED,YOUTH,US,NA,2025-12-27,,
8f84cc1e-a4a6-4e70-95fd-8b406157bfd8,a4fd7598-1972-406f-a03c-a8757502b5e9,ATHLETE,user11089@test.com,user_2089,PASSED,PRO,CA,NA,2025-03-27,,
51d3de30-71cc-4a33-9737-5db948a43287,59e6c9a4-921e-49fc-a758-dcc0a1aefffd,CREATOR,user11987@test.com,user_2987,PASSED,COLLEGE,US,NA,2025-06-16,,
a8fdc3f2-de29-4ccd-81e7-2cf9660eb4ca,80168bac-6b04-4a69-a201-025f366cb90f,CREATOR,user11847@test.com,user_2847,PASSED,PRO,US,NA,2025-09-21,,
05c833ae-9c4d-495f-a743-c23cde6e0d83,dd4ef8b0-906a-4576-8632-efc2244534eb,ATHLETE,user10987@test.com,user_1987,PASSED,YOUTH,US,NA,2025-08-10,,
ad10c260-9f2b-4185-baff-43c6bf249811,898208a3-1354-4dc9-b286-1fb26368e49d,CREATOR,user11512@test.com,user_2512,PASSED,YOUTH,UK,NA,2025-08-07,,
306c0460-50d8-4e44-8f18-ff53b172af29,ec3490ba-7969-4580-8db7-6f709f9ef98b,CREATOR,user10111@test.com,user_1111,PASSED,PRO,CA,NA,2025-07-16,,
a58bbe00-2ae2-4b05-ac1d-f63eb33efc75,cd1bbdd7-5323-4084-b6d9-dd96f76fb722,CREATOR,user11487@test.com,user_2487,PASSED,YOUTH,UK,NA,2025-05-23,,
3be52f7f-9490-46a2-9372-757fe9f0d896,879a9fdb-856c-4c70-b299-614cf8b269f1,ATHLETE,user11453@test.com,user_2453,PASSED,COLLEGE,US,NA,2025-12-04,,
34668230-bc49-4101-85f5-2682da581b37,59bd68a6-f9a4-4cb4-8a36-f6856a4359fe,CREATOR,user10383@test.com,user_1383,PASSED,YOUTH,US,NA,2025-09-26,,
77fe4551-d393-4ac5-8e50-c519b2c9c3a3,bc0015d0-08bd-460e-9e18-d3e105e852cc,CREATOR,user11395@test.com,user_2395,PASSED,PRO,US,NA,2025-12-02,,
70d79419-0cb9-4ca1-86ae-ad0a2191e387,6befc4f1-802d-43d4-8e0b-b0d5476b5802,ATHLETE,user11054@test.com,user_2054,PASSED,COLLEGE,US,NA,2025-02-10,,
78ae857d-0ad1-4179-9261-9c0eef2c7f98,796c8bf8-9595-4928-8634-77232f3a6638,ATHLETE,user10755@test.com,user_1755,PASSED,PRO,CA,NA,2025-01-13,,
2b0aa866-97fd-4726-a566-75adbc0bfcc0,efcb8dbc-4307-47aa-b02a-312537f4223a,ATHLETE,user10324@test.com,user_1324,PASSED,COLLEGE,UK,NA,2025-05-20,,
418b373f-5120-4696-81af-3d7329e4e206,d7f66bf5-c562-41a0-96be-570ee8fa582d,ATHLETE,user11623@test.com,user_2623,PASSED,PRO,US,NA,2025-09-12,,
838c8d64-0408-4cae-9b55-7e4b19473d65,a2587dfb-fb67-422c-9061-20949d68c152,ATHLETE,user10787@test.com,user_1787,PASSED,PRO,UK,NA,2025-09-24,,
65d9fd2b-bff9-4087-af54-00435b4192d9,07223c32-e65d-4617-a698-aefc62bacc90,ATHLETE,user10368@test.com,user_1368,PASSED,YOUTH,UK,NA,2025-05-24,,
a4593520-a947-419f-87af-2b0214ec0c3f,d0b7153b-9bc5-4fe0-b78a-0b14fa476a39,CREATOR,user11819@test.com,user_2819,PASSED,COLLEGE,US,NA,2025-03-24,,
